R E   tau stati

0 7 -1 1322044642,3280
0 8 -1 1322044642,3670
0 9 -1 1322044642,3860
0 10 -1 1322044642,4190
0 11 -1 1322044642,4690
0 12 -1 1322044642,5040
0 13 -1 1322044642,5340
0 14 -1 1322044642,5950
0 15 -1 1322044642,6290
0 16 -1 1322044642,6640
0 17 -1 1322044642,6940
1 18 13 0 1 1 1 1 1 1 1 1 1 1 1 1 1322044642,7550
0 6 -1 1322044642,7840
0 7 -1 1322044642,8200
0 8 -1 1322044642,8540
0 9 -1 1322044642,9140
0 10 -1 1322044642,9440
0 11 -1 1322044642,9790
0 12 -1 1322044643,0090
0 13 -1 1322044643,0700
0 14 -1 1322044643,1040
0 15 -1 1322044643,1390
0 16 -1 1322044643,1940
0 17 -1 1322044643,2290
0 18 -1 1322044643,2590
0 19 -1 1322044643,2950
1 20 17 2 3 3 3 3 3 0 0 0 0 0 0 0 0 0 0 0 1322044643,3700
1 4 1 0 1322044643,3830
0 4 -1 1322044643,4290
0 5 -1 1322044643,4590
0 6 -1 1322044643,4940
0 7 -1 1322044643,5650
0 8 -1 1322044643,5990
0 9 -1 1322044643,6340
0 10 -1 1322044643,6830
0 11 -1 1322044643,7120
0 12 -1 1322044643,7300
0 13 -1 1322044643,7900
0 14 -1 1322044643,8300
0 15 -1 1322044643,8600
0 16 -1 1322044643,8950
0 17 -1 1322044643,9500
1 18 14 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1322044643,9810
0 5 -1 1322044644,0160
0 6 -1 1322044644,0550
0 7 -1 1322044644,1100
0 8 -1 1322044644,1400
0 9 -1 1322044644,1750
0 10 -1 1322044644,2350
0 11 -1 1322044644,2660
0 12 -1 1322044644,3000
0 13 -1 1322044644,3360
0 14 -1 1322044644,3900
0 15 -1 1322044644,4250
0 16 -1 1322044644,4600
0 17 -1 1322044644,4910
0 18 -1 1322044644,5550
0 19 -1 1322044644,5850
1 20 16 2 3 3 3 3 0 0 0 0 0 0 0 0 0 0 0 1322044644,6210
0 5 -1 1322044644,6500
0 6 -1 1322044644,7100
0 7 -1 1322044644,7410
0 8 -1 1322044644,7800
0 9 -1 1322044644,8390
0 10 -1 1322044644,8650
0 11 -1 1322044644,8950
0 12 -1 1322044644,9350
0 13 -1 1322044644,9910
0 14 -1 1322044645,0300
0 15 -1 1322044645,0720
0 16 -1 1322044645,1040
0 17 -1 1322044645,1490
0 18 -1 1322044645,1840
1 19 14 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1322044645,2150
0 6 -1 1322044645,2740
0 7 -1 1322044645,3090
0 8 -1 1322044645,3390
0 9 -1 1322044645,3990
0 10 -1 1322044645,4290
0 11 -1 1322044645,4650
0 12 -1 1322044645,4990
0 13 -1 1322044645,5340
0 14 -1 1322044645,5890
0 15 -1 1322044645,6240
0 16 -1 1322044645,6540
0 17 -1 1322044645,7150
0 18 -1 1322044645,7490
0 19 -1 1322044645,7840
0 20 -1 1322044645,8140
1 21 18 2 3 3 3 3 3 0 0 0 0 0 0 0 0 0 0 0 0 1322044645,8750
0 4 -1 1322044645,9290
0 5 -1 1322044645,9450
0 6 -1 1322044645,9790
0 7 -1 1322044646,0090
0 8 -1 1322044646,0690
0 9 -1 1322044646,0990
0 10 -1 1322044646,1340
0 11 -1 1322044646,1890
0 12 -1 1322044646,2240
0 13 -1 1322044646,2590
0 14 -1 1322044646,2890
0 15 -1 1322044646,3490
0 16 -1 1322044646,3790
0 17 -1 1322044646,4150
0 18 -1 1322044646,4520
1 19 14 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1322044646,5100
0 6 -1 1322044646,5390
0 7 -1 1322044646,5740
0 8 -1 1322044646,6290
0 9 -1 1322044646,6650
0 10 -1 1322044646,6990
0 11 -1 1322044646,7340
0 12 -1 1322044646,7890
0 13 -1 1322044646,8240
0 14 -1 1322044646,8540
0 15 -1 1322044646,9150
0 16 -1 1322044646,9490
0 17 -1 1322044646,9840
0 18 -1 1322044647,0140
0 19 -1 1322044647,0740
1 20 17 2 3 3 3 3 3 0 0 0 0 0 0 0 0 0 0 0 1322044647,1050
0 4 -1 1322044647,1400
0 5 -1 1322044647,2090
0 6 -1 1322044647,2250
0 7 -1 1322044647,2690
0 8 -1 1322044647,3040
0 9 -1 1322044647,3340
0 10 -1 1322044647,3950
0 11 -1 1322044647,4290
0 12 -1 1322044647,4640
0 13 -1 1322044647,4940
0 14 -1 1322044647,5540
0 15 -1 1322044647,5840
0 16 -1 1322044647,6150
0 17 -1 1322044647,6740
1 18 14 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1322044647,7090
0 5 -1 1322044647,7390
0 6 -1 1322044647,7860
0 7 -1 1322044647,8350
0 8 -1 1322044647,8660
0 9 -1 1322044647,9050
0 10 -1 1322044647,9350
0 11 -1 1322044647,9950
0 12 -1 1322044648,0300
0 13 -1 1322044648,0550
0 14 -1 1322044648,0910
0 15 -1 1322044648,1550
0 16 -1 1322044648,1850
0 17 -1 1322044648,2150
0 18 -1 1322044648,2750
0 19 -1 1322044648,3100
0 20 -1 1322044648,3410
1 21 18 2 3 3 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1322044648,3800
0 4 -1 1322044648,4350
0 5 -1 1322044648,4950
0 6 -1 1322044648,5130
0 7 -1 1322044648,5500
0 8 -1 1322044648,5860
0 9 -1 1322044648,6250
0 10 -1 1322044648,6550
0 11 -1 1322044648,7150
0 12 -1 1322044648,7450
0 13 -1 1322044648,7800
0 14 -1 1322044648,8110
0 15 -1 1322044648,8750
0 16 -1 1322044648,9050
0 17 -1 1322044648,9400
1 18 13 0 1 1 1 1 1 1 1 1 1 1 1 1 1322044648,9710
0 6 -1 1322044649,0400
0 7 -1 1322044649,0710
0 8 -1 1322044649,1100
0 9 -1 1322044649,1560
0 10 -1 1322044649,2000
0 11 -1 1322044649,2300
0 12 -1 1322044649,2650
0 13 -1 1322044649,3210
0 14 -1 1322044649,3600
0 15 -1 1322044649,3910
0 16 -1 1322044649,4450
0 17 -1 1322044649,4640
0 18 -1 1322044649,5050
0 19 -1 1322044649,5440
1 20 17 2 3 3 3 3 3 0 0 0 0 0 0 0 0 0 0 0 1322044649,5860
0 4 -1 1322044649,6400
0 5 -1 1322044649,6750
0 6 -1 1322044649,7050
0 7 -1 1322044649,7750
0 8 -1 1322044649,7940
0 9 -1 1322044649,8190
0 10 -1 1322044649,8710
0 11 -1 1322044649,9000
0 12 -1 1322044649,9350
0 13 -1 1322044649,9900
0 14 -1 1322044650,0260
0 15 -1 1322044650,0650
0 16 -1 1322044650,0950
0 17 -1 1322044650,1550
1 18 13 0 1 1 1 1 1 1 1 1 1 1 1 1 1322044650,1860
0 6 -1 1322044650,2200
0 7 -1 1322044650,2760
0 8 -1 1322044650,3150
0 9 -1 1322044650,3450
0 10 -1 1322044650,3800
0 11 -1 1322044650,4100
0 12 -1 1322044650,4650
0 13 -1 1322044650,5210
0 14 -1 1322044650,5500
0 15 -1 1322044650,5740
0 16 -1 1322044650,6290
0 17 -1 1322044650,6840
0 18 -1 1322044650,7030
0 19 -1 1322044650,7500
1 20 17 2 3 3 3 3 3 0 0 0 0 0 0 0 0 0 0 0 1322044650,7850
0 4 -1 1322044650,8190
0 5 -1 1322044650,8740
0 6 -1 1322044650,9090
0 7 -1 1322044650,9390
0 8 -1 1322044650,9750
0 9 -1 1322044651,0540
0 10 -1 1322044651,0730
0 11 -1 1322044651,1140
0 12 -1 1322044651,1440
0 13 -1 1322044651,1790
0 14 -1 1322044651,2100
0 15 -1 1322044651,2690
0 16 -1 1322044651,3040
0 17 -1 1322044651,3590
1 18 14 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1322044651,3950
0 5 -1 1322044651,4240
0 6 -1 1322044651,4600
0 7 -1 1322044651,4940
0 8 -1 1322044651,5540
0 9 -1 1322044651,5840
0 10 -1 1322044651,6340
0 11 -1 1322044651,6640
0 12 -1 1322044651,7000
0 13 -1 1322044651,7340
0 14 -1 1322044651,7940
0 15 -1 1322044651,8240
0 16 -1 1322044651,8770
0 17 -1 1322044651,9110
0 18 -1 1322044651,9500
1 19 16 2 3 3 3 3 3 0 0 0 0 0 0 0 0 0 0 1322044651,9850
0 4 -1 1322044652,0440
0 5 -1 1322044652,0740
0 6 -1 1322044652,1090
0 7 -1 1322044652,1390
0 8 -1 1322044652,1750
0 9 -1 1322044652,2340
0 10 -1 1322044652,2700
0 11 -1 1322044652,2990
0 12 -1 1322044652,3590
0 13 -1 1322044652,3940
0 14 -1 1322044652,4250
0 15 -1 1322044652,4590
0 16 -1 1322044652,5190
0 17 -1 1322044652,5490
0 18 -1 1322044652,5840
1 19 15 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1322044652,6150
0 5 -1 1322044652,6740
0 6 -1 1322044652,7090
0 7 -1 1322044652,7440
0 8 -1 1322044652,7740
0 9 -1 1322044652,8340
0 10 -1 1322044652,8640
0 11 -1 1322044652,9000
0 12 -1 1322044652,9340
0 13 -1 1322044652,9940
0 14 -1 1322044653,0240
0 15 -1 1322044653,0740
0 16 -1 1322044653,1090
1 17 14 2 3 3 3 3 3 0 0 0 0 0 0 0 0 1322044653,1400
0 4 -1 1322044653,1740
0 5 -1 1322044653,2530
0 6 -1 1322044653,2900
1 7 4 0 0 0 0 1322044653,3240
0 4 -1 1322044653,3540
0 5 -1 1322044653,3900
0 6 -1 1322044653,4240
0 7 -1 1322044653,4590
0 8 -1 1322044653,4890
0 9 -1 1322044653,5490
0 10 -1 1322044653,5790
0 11 -1 1322044653,6150
0 12 -1 1322044653,6740
0 13 -1 1322044653,7090
0 14 -1 1322044653,7390
0 15 -1 1322044653,7740
0 16 -1 1322044653,8290
0 17 -1 1322044653,8650
1 18 13 0 1 1 1 1 1 1 1 1 1 1 1 1 1322044653,9000
0 6 -1 1322044653,9590
0 7 -1 1322044653,9890
0 8 -1 1322044654,0240
0 9 -1 1322044654,0540
0 10 -1 1322044654,1150
0 11 -1 1322044654,1490
0 12 -1 1322044654,1840
0 13 -1 1322044654,2140
0 14 -1 1322044654,2740
0 15 -1 1322044654,3040
0 16 -1 1322044654,3400
0 17 -1 1322044654,3740
0 18 -1 1322044654,4340
0 19 -1 1322044654,4640
1 20 17 2 3 3 3 3 3 0 0 0 0 0 0 0 0 0 0 0 1322044654,5000
0 4 -1 1322044654,5540
0 5 -1 1322044654,5900
0 6 -1 1322044654,6330
0 7 -1 1322044654,6700
0 8 -1 1322044654,7190
0 9 -1 1322044654,7490
0 10 -1 1322044654,7840
0 11 -1 1322044654,8170
0 12 -1 1322044654,8490
0 13 -1 1322044654,9190
0 14 -1 1322044654,9590
0 15 -1 1322044654,9840
0 16 -1 1322044655,0190
0 17 -1 1322044655,0500
0 18 -1 1322044655,1090
1 19 14 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1322044655,1450
0 6 -1 1322044655,1740
0 7 -1 1322044655,2340
0 8 -1 1322044655,2640
0 9 -1 1322044655,3000
0 10 -1 1322044655,3340
0 11 -1 1322044655,3940
0 12 -1 1322044655,4240
0 13 -1 1322044655,4590
0 14 -1 1322044655,4940
0 15 -1 1322044655,5500
0 16 -1 1322044655,5850
0 17 -1 1322044655,6210
0 18 -1 1322044655,6750
0 19 -1 1322044655,7100
0 20 -1 1322044655,7400
1 21 18 2 3 3 3 3 3 0 0 0 0 0 0 0 0 0 0 0 0 1322044655,8010
0 4 -1 1322044655,8180
0 5 -1 1322044655,8700
0 6 -1 1322044655,9050
0 7 -1 1322044655,9350
0 8 -1 1322044655,9970
0 9 -1 1322044656,0330
0 10 -1 1322044656,0700
0 11 -1 1322044656,1000
0 12 -1 1322044656,1800
0 13 -1 1322044656,1970
0 14 -1 1322044656,2150
0 15 -1 1322044656,2710
0 16 -1 1322044656,3110
0 17 -1 1322044656,3400
0 18 -1 1322044656,4000
1 19 14 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1322044656,4310
0 6 -1 1322044656,4600
0 7 -1 1322044656,5210
0 8 -1 1322044656,5600
0 9 -1 1322044656,5900
0 10 -1 1322044656,6250
0 11 -1 1322044656,6550
0 12 -1 1322044656,7150
0 13 -1 1322044656,7460
0 14 -1 1322044656,7800
0 15 -1 1322044656,8150
0 16 -1 1322044656,8750
0 17 -1 1322044656,9050
0 18 -1 1322044656,9400
0 19 -1 1322044656,9710
1 20 17 2 3 3 3 3 3 0 0 0 0 0 0 0 0 0 0 0 1322044657,0310
0 4 -1 1322044657,0650
0 5 -1 1322044657,1000
0 6 -1 1322044657,1350
0 7 -1 1322044657,1900
0 8 -1 1322044657,2260
0 9 -1 1322044657,2600
0 10 -1 1322044657,2960
0 11 -1 1322044657,3560
0 12 -1 1322044657,4040
0 13 -1 1322044657,4290
0 14 -1 1322044657,4610
0 15 -1 1322044657,5000
0 16 -1 1322044657,5550
0 17 -1 1322044657,5900
1 18 12 0 1 1 1 1 1 1 1 1 1 1 1 1322044657,6210
0 7 -1 1322044657,6800
0 8 -1 1322044657,7110
0 9 -1 1322044657,7500
0 10 -1 1322044657,8050
0 11 -1 1322044657,8240
0 12 -1 1322044657,8650
0 13 -1 1322044657,9010
0 14 -1 1322044657,9310
0 15 -1 1322044657,9950
0 16 -1 1322044658,0250
0 17 -1 1322044658,0610
0 18 -1 1322044658,0950
0 19 -1 1322044658,1500
0 20 -1 1322044658,1860
0 21 -1 1322044658,2200
1 22 19 1 2 3 3 3 3 3 3 0 0 0 0 0 0 0 0 0 0 0 1322044658,2810
0 4 -1 1322044658,3100
0 5 -1 1322044658,3450
0 6 -1 1322044658,3800
0 7 -1 1322044658,4110
0 8 -1 1322044658,4750
0 9 -1 1322044658,5050
0 10 -1 1322044658,5400
0 11 -1 1322044658,5740
0 12 -1 1322044658,6300
0 13 -1 1322044658,6610
0 14 -1 1322044658,7170
0 15 -1 1322044658,7580
0 16 -1 1322044658,8000
0 17 -1 1322044658,8300
0 18 -1 1322044658,8600
1 19 14 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1322044658,9210
0 6 -1 1322044658,9600
0 7 -1 1322044658,9900
0 8 -1 1322044659,0210
0 9 -1 1322044659,0810
0 10 -1 1322044659,1150
0 11 -1 1322044659,1490
0 12 -1 1322044659,1900
0 13 -1 1322044659,2210
0 14 -1 1322044659,2810
0 15 -1 1322044659,3100
0 16 -1 1322044659,3400
0 17 -1 1322044659,3760
0 18 -1 1322044659,4100
0 19 -1 1322044659,4700
0 20 -1 1322044659,5050
1 21 18 2 3 3 3 3 3 0 0 0 0 0 0 0 0 0 0 0 0 1322044659,5360
0 4 -1 1322044659,5950
0 5 -1 1322044659,6260
0 6 -1 1322044659,6650
0 7 -1 1322044659,6950
0 8 -1 1322044659,7500
0 9 -1 1322044659,7850
0 10 -1 1322044659,8220
0 11 -1 1322044659,8510
0 12 -1 1322044659,9150
0 13 -1 1322044659,9450
0 14 -1 1322044659,9800
0 15 -1 1322044660,0200
0 16 -1 1322044660,0770
0 17 -1 1322044660,1160
1 18 13 0 1 1 1 1 1 1 1 1 1 1 1 1 1322044660,1560
0 6 -1 1322044660,1850
0 7 -1 1322044660,2150
0 8 -1 1322044660,2750
0 9 -1 1322044660,3050
0 10 -1 1322044660,3410
0 11 -1 1322044660,3790
0 12 -1 1322044660,4100
0 13 -1 1322044660,4700
0 14 -1 1322044660,5260
0 15 -1 1322044660,5410
0 16 -1 1322044660,5910
0 17 -1 1322044660,6300
0 18 -1 1322044660,6600
0 19 -1 1322044660,6900
1 20 17 2 3 3 3 3 3 0 0 0 0 0 0 0 0 0 0 0 1322044660,7510
0 4 -1 1322044660,7800
0 5 -1 1322044660,8160
0 6 -1 1322044660,8790
0 7 -1 1322044660,9100
0 8 -1 1322044660,9450
0 9 -1 1322044661,0000
0 10 -1 1322044661,0350
0 11 -1 1322044661,0660
0 12 -1 1322044661,1050
0 13 -1 1322044661,1350
